Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
hsa-miR-9-5p,BP,GO:0036465,synaptic vesicle recycling,4/113,89/20820,0.0449,8.2808,5.0848,0.0014,0.0107,0.0071,ARPC3/MYLK/RAB27B/RAB7A,4
hsa-miR-9-5p,BP,GO:1902117,positive regulation of organelle assembly,4/113,89/20820,0.0449,8.2808,5.0848,0.0014,0.0107,0.0071,MSN/RHOA/SRC/ULK1,4
hsa-miR-9-5p,BP,GO:0009132,nucleoside diphosphate metabolic process,6/113,134/20820,0.0448,8.2499,6.2195,1e-04,0.0013,9e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0034394,protein localization to cell surface,3/113,67/20820,0.0448,8.2499,4.3908,0.0058,0.0285,0.019,FLNA/HSP90AB1/VCL,3
hsa-miR-9-5p,BP,GO:0042058,regulation of epidermal growth factor receptor signaling pathway,3/113,67/20820,0.0448,8.2499,4.3908,0.0058,0.0285,0.019,HIP1R/PTPRJ/RAB7A,3
hsa-miR-9-5p,BP,GO:0061951,establishment of protein localization to plasma membrane,3/113,67/20820,0.0448,8.2499,4.3908,0.0058,0.0285,0.019,RAB7A/RDX/VAMP3,3
hsa-miR-9-5p,BP,GO:0050817,coagulation,11/113,246/20820,0.0447,8.2387,8.4369,0,0,0,ANXA2/CD9/F11R/FLNA/GNAS/HSPB1/PDIA3/PTPRJ/SRC/TLN1/VCL,11
hsa-miR-9-5p,BP,GO:1901654,response to ketone,10/113,225/20820,0.0444,8.1888,8.009,0,0,0,ADCY6/ATP5F1A/GNAS/GNB1/GPI/HNRNPD/MSN/ROCK2/RPL27/SRC,10
hsa-miR-9-5p,BP,GO:0019362,pyridine nucleotide metabolic process,8/113,180/20820,0.0444,8.1888,7.1556,0,2e-04,1e-04,PFKP/ENO1/GPI/LDHB/PGK1/PKM/SRC/VCP,8
hsa-miR-9-5p,BP,GO:0046496,nicotinamide nucleotide metabolic process,8/113,180/20820,0.0444,8.1888,7.1556,0,2e-04,1e-04,PFKP/ENO1/GPI/LDHB/PGK1/PKM/SRC/VCP,8
hsa-miR-9-5p,BP,GO:0031589,cell-substrate adhesion,16/113,361/20820,0.0443,8.1661,10.1462,0,0,0,ANXA2/ARPC2/CD44/CORO1C/FLNA/ITGB1/NID1/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VAMP3/VCL,16
hsa-miR-9-5p,BP,GO:0006457,protein folding,10/113,227/20820,0.0441,8.1166,7.9641,0,0,0,HSP90AA1/HSP90AB1/HSP90B1/HSPA1A/HSPA8/HSPB1/HSPD1/HYOU1/PDIA3/TRAP1,10
hsa-miR-9-5p,BP,GO:0009261,ribonucleotide catabolic process,6/113,136/20820,0.0441,8.1286,6.1612,1e-04,0.0014,0.001,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,3/113,68/20820,0.0441,8.1286,4.3495,0.006,0.0294,0.0196,CD226/HLA-A/STX7,3
hsa-miR-9-5p,BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,3/113,68/20820,0.0441,8.1286,4.3495,0.006,0.0294,0.0196,F11R/RAC1/SRC,3
hsa-miR-9-5p,CC,GO:0035579,specific granule membrane,4/113,91/20820,0.044,8.0988,5.0133,0.0015,0.0112,0.0075,ADAM10/CD47/PTPRJ/TMBIM1,4
hsa-miR-9-5p,MF,GO:0072341,modified amino acid binding,4/113,91/20820,0.044,8.0988,5.0133,0.0015,0.0112,0.0075,ANXA11/ANXA2/ANXA6/TLN1,4
hsa-miR-9-5p,BP,GO:0031334,positive regulation of protein-containing complex assembly,9/113,205/20820,0.0439,8.0889,7.5349,0,1e-04,0,HIP1R/ARPC2/HSP90AA1/HSPA1A/MSN/RAC1/RHOA/SRC/VCP,9
hsa-miR-9-5p,MF,GO:0005178,integrin binding,7/113,161/20820,0.0435,8.0108,6.5968,0,6e-04,4e-04,ADAM10/CD226/CD9/F11R/ITGB1/SRC/TLN1,7
hsa-miR-9-5p,BP,GO:0032273,positive regulation of protein polymerization,4/113,92/20820,0.0435,8.0108,4.9784,0.0016,0.0114,0.0076,ARPC2/HSP90AA1/HSPA1A/RAC1,4
hsa-miR-9-5p,BP,GO:2000177,regulation of neural precursor cell proliferation,4/113,92/20820,0.0435,8.0108,4.9784,0.0016,0.0114,0.0076,FLNA/GNAI2/ITGB1/RHOA,4
hsa-miR-9-5p,CC,GO:0016328,lateral plasma membrane,3/113,69/20820,0.0435,8.0108,4.309,0.0063,0.03,0.02,ATP1A1/CORO1C/SLC16A1,3
hsa-miR-9-5p,BP,GO:0048857,neural nucleus development,3/113,69/20820,0.0435,8.0108,4.309,0.0063,0.03,0.02,CALM1/RHOA/YWHAE,3
hsa-miR-9-5p,BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,11/113,254/20820,0.0433,7.9792,8.2672,0,0,0,PFKP/ATP5F1A/ATP6V1A/ENO1/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,11
hsa-miR-9-5p,BP,GO:0009166,nucleotide catabolic process,7/113,162/20820,0.0432,7.9613,6.5708,0,6e-04,4e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC/VCP,7
hsa-miR-9-5p,BP,GO:0006195,purine nucleotide catabolic process,6/113,139/20820,0.0432,7.9531,6.0759,1e-04,0.0016,0.001,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,CC,GO:0005884,actin filament,5/113,116/20820,0.0431,7.9417,5.5383,4e-04,0.0044,0.0029,ARPC3/DIAPH1/FLNA/RAC1/SRC,5
hsa-miR-9-5p,MF,GO:0031625,ubiquitin protein ligase binding,13/113,302/20820,0.043,7.9312,8.963,0,0,0,LRPPRC/GPI/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPD1/PCBP2/TRIM28/VCL/VCP/YWHAE/YWHAZ,13
hsa-miR-9-5p,BP,GO:2000401,regulation of lymphocyte migration,3/113,70/20820,0.0429,7.8963,4.2694,0.0065,0.031,0.0207,ADAM10/MSN/RHOA,3
hsa-miR-9-5p,BP,GO:0072524,pyridine-containing compound metabolic process,8/113,187/20820,0.0428,7.8823,6.9836,0,2e-04,2e-04,PFKP/ENO1/GPI/LDHB/PGK1/PKM/SRC/VCP,8
hsa-miR-9-5p,CC,GO:0055037,recycling endosome,9/113,211/20820,0.0427,7.8589,7.3974,0,1e-04,1e-04,HLA-A/ITGB1/PDIA3/RAB8B/RAC1/STX7/ULK1/VAMP3/VTI1B,9
hsa-miR-9-5p,BP,GO:0035966,response to topologically incorrect protein,7/113,164/20820,0.0427,7.8642,6.5193,0,6e-04,4e-04,HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPB1/HSPD1/VCP,7
hsa-miR-9-5p,CC,GO:0070820,tertiary granule,7/113,164/20820,0.0427,7.8642,6.5193,0,6e-04,4e-04,ADAM10/CD47/DIAPH1/NRAS/RAC1/RHOA/STX7,7
hsa-miR-9-5p,BP,GO:1900182,positive regulation of protein localization to nucleus,4/113,94/20820,0.0426,7.8403,4.9101,0.0017,0.0121,0.0081,FLNA/HSP90AA1/SRC/TRIM28,4
hsa-miR-9-5p,BP,GO:1902369,negative regulation of RNA catabolic process,4/113,94/20820,0.0426,7.8403,4.9101,0.0017,0.0121,0.0081,LRPPRC/HNRNPD/IGF2BP3/TENT4B,4
hsa-miR-9-5p,BP,GO:0031343,positive regulation of cell killing,3/113,71/20820,0.0423,7.7851,4.2306,0.0068,0.032,0.0213,CD226/HLA-A/STX7,3
hsa-miR-9-5p,BP,GO:0009144,purine nucleoside triphosphate metabolic process,11/113,261/20820,0.0421,7.7652,8.1248,0,0,0,PFKP/ATP5F1A/ATP6V1A/ENO1/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,11
hsa-miR-9-5p,BP,GO:0009199,ribonucleoside triphosphate metabolic process,11/113,261/20820,0.0421,7.7652,8.1248,0,0,0,PFKP/ATP5F1A/ATP6V1A/ENO1/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,11
hsa-miR-9-5p,BP,GO:0071677,positive regulation of mononuclear cell migration,4/113,95/20820,0.0421,7.7578,4.8768,0.0018,0.0125,0.0083,ADAM10/CD47/PTPRJ/RHOA,4
hsa-miR-9-5p,BP,GO:0090316,positive regulation of intracellular protein transport,4/113,95/20820,0.0421,7.7578,4.8768,0.0018,0.0125,0.0083,FLNA/HSP90AA1/TRIM28/YWHAE,4
hsa-miR-9-5p,CC,GO:0042383,sarcolemma,6/113,143/20820,0.042,7.7307,5.9661,1e-04,0.0018,0.0012,ANXA2/ATP1A1/CORO1C/ITGB1/RDX/VCL,6
hsa-miR-9-5p,BP,GO:0046822,regulation of nucleocytoplasmic transport,5/113,119/20820,0.042,7.7415,5.4481,5e-04,0.0048,0.0032,DDX39A/FLNA/HSP90AA1/TRIM28/YWHAE,5
hsa-miR-9-5p,BP,GO:1902904,negative regulation of supramolecular fiber organization,7/113,167/20820,0.0419,7.723,6.4437,0,7e-04,4e-04,HIP1R/CAPZA1/F11R/HSPA8/PAK2/RDX/WASF2,7
hsa-miR-9-5p,CC,GO:0031253,cell projection membrane,15/113,359/20820,0.0418,7.6984,9.4572,0,0,0,HIP1R/ARPC2/CD44/CFL1/CORO1C/DIAPH1/GPI/HSP90AA1/ITGB1/MSN/PTPRJ/RAC1/RHOA/SRC/TLN1,15
hsa-miR-9-5p,MF,GO:0005518,collagen binding,3/113,72/20820,0.0417,7.677,4.1925,0.0071,0.0328,0.0218,CD44/ITGB1/NID1,3
hsa-miR-9-5p,BP,GO:0046626,regulation of insulin receptor signaling pathway,3/113,72/20820,0.0417,7.677,4.1925,0.0071,0.0328,0.0218,GNAI2/PTPRJ/SRC,3
hsa-miR-9-5p,BP,GO:0048255,mRNA stabilization,3/113,72/20820,0.0417,7.677,4.1925,0.0071,0.0328,0.0218,HNRNPD/IGF2BP3/TENT4B,3
hsa-miR-9-5p,CC,GO:0031252,cell leading edge,18/113,434/20820,0.0415,7.6416,10.3291,0,0,0,HIP1R/ARPC2/ARPC3/CAPZB/CD44/CFL1/CORO1C/DIAPH1/GNAS/ITGB1/MYLK/PTPRJ/RAC1/RDX/RHOA/SRC/TLN1/WASF2,18
hsa-miR-9-5p,MF,GO:0003697,single-stranded DNA binding,5/113,121/20820,0.0413,7.6135,5.3897,5e-04,0.005,0.0033,LRPPRC/HSPD1/MCM6/PCBP2/RPA1,5
hsa-miR-9-5p,BP,GO:0008064,regulation of actin polymerization or depolymerization,6/113,146/20820,0.0411,7.5718,5.8866,1e-04,0.0019,0.0013,HIP1R/ARPC2/ARPC3/CAPZA1/RDX/WDR1,6
hsa-miR-9-5p,BP,GO:0032272,negative regulation of protein polymerization,3/113,73/20820,0.0411,7.5718,4.1551,0.0073,0.0337,0.0224,HIP1R/CAPZA1/RDX,3
hsa-miR-9-5p,BP,GO:0033143,regulation of intracellular steroid hormone receptor signaling pathway,3/113,73/20820,0.0411,7.5718,4.1551,0.0073,0.0337,0.0224,PHB2/RHOA/SRC,3
hsa-miR-9-5p,BP,GO:0050766,positive regulation of phagocytosis,3/113,73/20820,0.0411,7.5718,4.1551,0.0073,0.0337,0.0224,CD47/MYO18A/PTPRJ,3
hsa-miR-9-5p,CC,GO:0070821,tertiary granule membrane,3/113,73/20820,0.0411,7.5718,4.1551,0.0073,0.0337,0.0224,ADAM10/CD47/NRAS,3
hsa-miR-9-5p,BP,GO:0051261,protein depolymerization,5/113,122/20820,0.041,7.5511,5.361,5e-04,0.0051,0.0034,CAPZA1/CFL1/HSPA8/RDX/WDR1,5
hsa-miR-9-5p,BP,GO:0003158,endothelium development,6/113,147/20820,0.0408,7.5203,5.8605,2e-04,0.002,0.0013,F11R/MSN/RDX/RHOA/ROCK2/VCL,6
hsa-miR-9-5p,BP,GO:0071346,cellular response to type II interferon,4/113,98/20820,0.0408,7.5203,4.7794,0.002,0.0134,0.0089,CALM1/CD47/RAF1/VAMP3,4
hsa-miR-9-5p,BP,GO:0071675,regulation of mononuclear cell migration,6/113,148/20820,0.0405,7.4695,5.8347,2e-04,0.002,0.0014,ADAM10/CD47/CD9/MSN/PTPRJ/RHOA,6
hsa-miR-9-5p,BP,GO:1901184,regulation of ERBB signaling pathway,3/113,74/20820,0.0405,7.4695,4.1184,0.0076,0.0346,0.023,HIP1R/PTPRJ/RAB7A,3
hsa-miR-9-5p,BP,GO:1902903,regulation of supramolecular fiber organization,16/113,396/20820,0.0404,7.4444,9.5646,0,0,0,HIP1R/ARPC2/ARPC3/CAPZA1/CD47/F11R/FLNA/HSPA1A/HSPA8/PAK2/RAC1/RDX/RHOA/ROCK2/WASF2/WDR1,16
hsa-miR-9-5p,MF,GO:0044389,ubiquitin-like protein ligase binding,13/113,322/20820,0.0404,7.4386,8.6015,0,0,0,LRPPRC/GPI/HSP90AA1/HSP90AB1/HSPA1A/HSPA8/HSPD1/PCBP2/TRIM28/VCL/VCP/YWHAE/YWHAZ,13
hsa-miR-9-5p,CC,GO:0035861,site of double-strand break,4/113,99/20820,0.0404,7.4444,4.7479,0.0021,0.0139,0.0092,ARPC2/ARPC3/RPA1/VCP,4
hsa-miR-9-5p,BP,GO:0030832,regulation of actin filament length,6/113,149/20820,0.0403,7.4194,5.8092,2e-04,0.0021,0.0014,HIP1R/ARPC2/ARPC3/CAPZA1/RDX/WDR1,6
hsa-miR-9-5p,BP,GO:0045446,endothelial cell differentiation,5/113,124/20820,0.0403,7.4293,5.3045,6e-04,0.0055,0.0036,F11R/MSN/RDX/ROCK2/VCL,5
hsa-miR-9-5p,BP,GO:0032956,regulation of actin cytoskeleton organization,14/113,348/20820,0.0402,7.4123,8.9111,0,0,0,HIP1R/ARPC2/ARPC3/CAPZA1/CD47/F11R/FLNA/PAK2/RAC1/RDX/RHOA/ROCK2/WASF2/WDR1,14
hsa-miR-9-5p,BP,GO:0032271,regulation of protein polymerization,8/113,199/20820,0.0402,7.4069,6.7086,0,3e-04,2e-04,HIP1R/ARPC2/ARPC3/CAPZA1/HSP90AA1/HSPA1A/RAC1/RDX,8
hsa-miR-9-5p,CC,GO:0005938,cell cortex,13/113,325/20820,0.04,7.3699,8.5499,0,0,0,HIP1R/CAP1/CAPZA1/CAPZB/CORO1C/ENO1/FLNA/RAC1/RDX/RHOA/SHROOM3/VCL/WDR1,13
hsa-miR-9-5p,BP,GO:0009266,response to temperature stimulus,7/113,175/20820,0.04,7.3699,6.2511,0,8e-04,5e-04,HSP90AA1/HSP90AB1/HSPA1A/HSPB1/HSPD1/VCP/YWHAE,7
hsa-miR-9-5p,BP,GO:0071897,DNA biosynthetic process,7/113,175/20820,0.04,7.3699,6.2511,0,8e-04,5e-04,HNRNPD/HSP90AA1/HSP90AB1/RPA1/SRC/TENT4B/VCP,7
hsa-miR-9-5p,CC,GO:0005902,microvillus,4/113,100/20820,0.04,7.3699,4.7168,0.0022,0.0143,0.0095,ATP6V1A/CD44/MSN/RDX,4
hsa-miR-9-5p,BP,GO:0006754,ATP biosynthetic process,4/113,100/20820,0.04,7.3699,4.7168,0.0022,0.0143,0.0095,ATP5F1A/ATP6V1A/ENO1/VCP,4
hsa-miR-9-5p,BP,GO:0046635,positive regulation of alpha-beta T cell activation,3/113,75/20820,0.04,7.3699,4.0824,0.0079,0.0355,0.0237,HLA-A/RHOA/SHB,3
hsa-miR-9-5p,BP,GO:0090307,mitotic spindle assembly,3/113,75/20820,0.04,7.3699,4.0824,0.0079,0.0355,0.0237,FLNA/HSPA1A/RHOA,3
hsa-miR-9-5p,BP,GO:0090559,regulation of membrane permeability,3/113,75/20820,0.04,7.3699,4.0824,0.0079,0.0355,0.0237,HIP1R/F11R/HSPA1A,3
hsa-miR-9-5p,BP,GO:0051701,biological process involved in interaction with host,7/113,176/20820,0.0398,7.328,6.2279,0,8e-04,6e-04,F11R/HSP90AB1/HSPA1A/ITGB1/NCAM1/RAB7A/SRC,7
hsa-miR-9-5p,BP,GO:0009141,nucleoside triphosphate metabolic process,11/113,277/20820,0.0397,7.3167,7.8182,0,0,0,PFKP/ATP5F1A/ATP6V1A/ENO1/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,11
hsa-miR-9-5p,BP,GO:0010811,positive regulation of cell-substrate adhesion,5/113,126/20820,0.0397,7.3114,5.2493,6e-04,0.0058,0.0039,ARPC2/FLNA/NID1/PTPRJ/RAC1,5
hsa-miR-9-5p,BP,GO:0002687,positive regulation of leukocyte migration,6/113,152/20820,0.0395,7.2729,5.734,2e-04,0.0023,0.0015,CD99/ADAM10/CD47/PTPRJ/RAC1/RHOA,6
hsa-miR-9-5p,BP,GO:0001707,mesoderm formation,3/113,76/20820,0.0395,7.2729,4.0471,0.0082,0.0361,0.024,GPI/ITGB1/TXNRD1,3
hsa-miR-9-5p,BP,GO:0045806,negative regulation of endocytosis,3/113,76/20820,0.0395,7.2729,4.0471,0.0082,0.0361,0.024,ANXA2/CD47/RAC1,3
hsa-miR-9-5p,MF,GO:0098631,cell adhesion mediator activity,3/113,76/20820,0.0395,7.2729,4.0471,0.0082,0.0361,0.024,ANXA2/CD47/ITGB1,3
hsa-miR-9-5p,BP,GO:1903578,regulation of ATP metabolic process,3/113,76/20820,0.0395,7.2729,4.0471,0.0082,0.0361,0.024,ENO1/SRC/VCP,3
hsa-miR-9-5p,BP,GO:0030833,regulation of actin filament polymerization,5/113,127/20820,0.0394,7.2538,5.2221,6e-04,0.006,0.004,HIP1R/ARPC2/ARPC3/CAPZA1/RDX,5
hsa-miR-9-5p,BP,GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,4/113,102/20820,0.0392,7.2254,4.6559,0.0023,0.0149,0.0099,HSPA1A/RAF1/SRC/TMBIM1,4
hsa-miR-9-5p,BP,GO:0071453,cellular response to oxygen levels,7/113,179/20820,0.0391,7.2052,6.1593,1e-04,9e-04,6e-04,ATP6V1A/ENO1/HYOU1/PGK1/PHB2/ROCK2/SRC,7
hsa-miR-9-5p,BP,GO:0006906,vesicle fusion,5/113,128/20820,0.0391,7.1972,5.1953,7e-04,0.0061,0.0041,ANXA2/RAB7A/STX7/VAMP3/VTI1B,5
hsa-miR-9-5p,BP,GO:0048488,synaptic vesicle endocytosis,3/113,77/20820,0.039,7.1785,4.0124,0.0085,0.0371,0.0247,ARPC3/MYLK/RAB27B,3
hsa-miR-9-5p,BP,GO:1900076,regulation of cellular response to insulin stimulus,3/113,77/20820,0.039,7.1785,4.0124,0.0085,0.0371,0.0247,GNAI2/PTPRJ/SRC,3
hsa-miR-9-5p,BP,GO:0002705,positive regulation of leukocyte mediated immunity,6/113,155/20820,0.0387,7.1322,5.6607,2e-04,0.0025,0.0017,CD226/DDX21/HLA-A/HSPD1/STX7/YWHAG,6
hsa-miR-9-5p,BP,GO:0071456,cellular response to hypoxia,6/113,156/20820,0.0385,7.0865,5.6368,2e-04,0.0026,0.0017,ENO1/HYOU1/PGK1/PHB2/ROCK2/SRC,6
hsa-miR-9-5p,BP,GO:0072523,purine-containing compound catabolic process,6/113,156/20820,0.0385,7.0865,5.6368,2e-04,0.0026,0.0017,PFKP/ENO1/GPI/PGK1/PKM/SRC,6
hsa-miR-9-5p,BP,GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,5/113,130/20820,0.0385,7.0865,5.1424,7e-04,0.0065,0.0043,CD226/HLA-A/HSPD1/STX7/YWHAG,5
hsa-miR-9-5p,BP,GO:0090174,organelle membrane fusion,5/113,130/20820,0.0385,7.0865,5.1424,7e-04,0.0065,0.0043,ANXA2/RAB7A/STX7/VAMP3/VTI1B,5
hsa-miR-9-5p,BP,GO:0032729,positive regulation of type II interferon production,3/113,78/20820,0.0385,7.0865,3.9783,0.0088,0.038,0.0253,CD226/HLA-A/HSPD1,3
hsa-miR-9-5p,BP,GO:0048332,mesoderm morphogenesis,3/113,78/20820,0.0385,7.0865,3.9783,0.0088,0.038,0.0253,GPI/ITGB1/TXNRD1,3
hsa-miR-9-5p,BP,GO:0009152,purine ribonucleotide biosynthetic process,6/113,157/20820,0.0382,7.0413,5.613,2e-04,0.0026,0.0017,ADCY6/ATP5F1A/ATP6V1A/ENO1/GART/VCP,6
hsa-miR-9-5p,BP,GO:0046718,symbiont entry into host cell,5/113,131/20820,0.0382,7.0324,5.1164,7e-04,0.0067,0.0044,F11R/HSPA1A/ITGB1/NCAM1/SRC,5
hsa-miR-9-5p,BP,GO:1901292,nucleoside phosphate catabolic process,7/113,184/20820,0.038,7.0094,6.0484,1e-04,0.001,7e-04,PFKP/ENO1/GPI/PGK1/PKM/SRC/VCP,7
hsa-miR-9-5p,BP,GO:0042060,wound healing,17/113,450/20820,0.0378,6.9605,9.4428,0,0,0,ANXA2/CD44/CD9/F11R/FLNA/GNAS/HSPB1/ITGB1/MYLK/NACA/PDIA3/PTPRJ/RAF1/RHOA/SRC/TLN1/VCL,17
hsa-miR-9-5p,BP,GO:0002709,regulation of T cell mediated immunity,4/113,106/20820,0.0377,6.9527,4.5389,0.0027,0.0163,0.0109,HLA-A/HSPD1/STX7/YWHAG,4
hsa-miR-9-5p,BP,GO:0002708,positive regulation of lymphocyte mediated immunity,5/113,133/20820,0.0376,6.9266,5.0652,8e-04,0.0069,0.0046,CD226/HLA-A/HSPD1/STX7/YWHAG,5
hsa-miR-9-5p,BP,GO:0010595,positive regulation of endothelial cell migration,5/113,133/20820,0.0376,6.9266,5.0652,8e-04,0.0069,0.0046,ATP5F1A/GPI/HSPB1/RAC1/ROCK2,5
hsa-miR-9-5p,CC,GO:0042581,specific granule,6/113,160/20820,0.0375,6.9093,5.5429,2e-04,0.0028,0.0019,ADAM10/ANXA11/CD47/PTPRJ/TMBIM1/VCL,6
hsa-miR-9-5p,BP,GO:0006360,transcription by RNA polymerase I,3/113,80/20820,0.0375,6.9093,3.9119,0.0094,0.0399,0.0266,DDX21/DEK/FLNA,3
hsa-miR-9-5p,MF,GO:0019888,protein phosphatase regulator activity,4/113,107/20820,0.0374,6.8878,4.5106,0.0028,0.0167,0.0111,CALM1/HSP90AB1/HSP90B1/YWHAB,4
hsa-miR-9-5p,CC,GO:0030175,filopodium,4/113,107/20820,0.0374,6.8878,4.5106,0.0028,0.0167,0.0111,ITGB1/MSN/RDX/SRC,4
hsa-miR-9-5p,BP,GO:1901222,regulation of non-canonical NF-kappaB signal transduction,4/113,107/20820,0.0374,6.8878,4.5106,0.0028,0.0167,0.0111,PHB2/PRDX1/RHOA/VCP,4
hsa-miR-9-5p,CC,GO:0030667,secretory granule membrane,12/113,322/20820,0.0373,6.8664,7.8371,0,0,0,ADAM10/CD44/CD47/CD9/DIAPH1/NRAS/PTPRJ/RAB27B/RAB7A/RAC1/RHOA/TMBIM1,12
hsa-miR-9-5p,BP,GO:0019058,viral life cycle,11/113,295/20820,0.0373,6.8703,7.5013,0,0,0,DEK/F11R/HSP90AB1/HSPA1A/ITGB1/NCAM1/PCBP2/RAB7A/SRC/TRIM28/VCP,11
hsa-miR-9-5p,BP,GO:0009150,purine ribonucleotide metabolic process,13/113,350/20820,0.0371,6.8435,8.1444,0,0,0,PFKP/ADCY6/ATP5F1A/ATP6V1A/ENO1/GART/GPI/HSPA1A/HSPA8/PGK1/PKM/SRC/VCP,13
hsa-miR-9-5p,BP,GO:0002699,positive regulation of immune effector process,10/113,270/20820,0.037,6.824,7.1155,0,1e-04,1e-04,CD226/DDX21/GPI/HLA-A/HSPD1/MYO18A/PHB2/SHB/STX7/YWHAG,10
hsa-miR-9-5p,BP,GO:1901888,regulation of cell junction assembly,10/113,270/20820,0.037,6.824,7.1155,0,1e-04,1e-04,CORO1C/F11R/PTPRA/PTPRJ/RAC1/RHOA/ROCK2/SRC/TLN1/VCL,10
hsa-miR-9-5p,CC,GO:0005912,adherens junction,7/113,189/20820,0.037,6.824,5.9416,1e-04,0.0012,8e-04,ADAM10/ANXA2/MSN/RDX/SHROOM3/TLN1/VCL,7
hsa-miR-9-5p,BP,GO:0000723,telomere maintenance,6/113,162/20820,0.037,6.824,5.4972,3e-04,0.003,0.002,HNRNPD/HSP90AA1/HSP90AB1/RPA1/SRC/TENT4B,6
hsa-miR-9-5p,BP,GO:0051494,negative regulation of cytoskeleton organization,6/113,162/20820,0.037,6.824,5.4972,3e-04,0.003,0.002,HIP1R/CAPZA1/F11R/PAK2/RDX/WASF2,6
hsa-miR-9-5p,BP,GO:0045921,positive regulation of exocytosis,3/113,81/20820,0.037,6.824,3.8795,0.0098,0.0409,0.0272,ANXA2/RAB27B/RAB7A,3
hsa-miR-9-5p,BP,GO:1902373,negative regulation of mRNA catabolic process,3/113,81/20820,0.037,6.824,3.8795,0.0098,0.0409,0.0272,HNRNPD/IGF2BP3/TENT4B,3
hsa-miR-9-5p,BP,GO:1903036,positive regulation of response to wounding,3/113,81/20820,0.037,6.824,3.8795,0.0098,0.0409,0.0272,FLNA/ITGB1/MYLK,3
hsa-miR-9-5p,BP,GO:0036294,cellular response to decreased oxygen levels,6/113,163/20820,0.0368,6.7821,5.4747,3e-04,0.003,0.002,ENO1/HYOU1/PGK1/PHB2/ROCK2/SRC,6
hsa-miR-9-5p,MF,GO:0002020,protease binding,5/113,136/20820,0.0368,6.7738,4.9903,9e-04,0.0075,0.005,ANXA2/ATP5F1A/ITGB1/ROCK2/VCP,5
hsa-miR-9-5p,BP,GO:0002821,positive regulation of adaptive immune response,5/113,136/20820,0.0368,6.7738,4.9903,9e-04,0.0075,0.005,CD226/HLA-A/HSPD1/STX7/YWHAG,5
hsa-miR-9-5p,BP,GO:0006469,negative regulation of protein kinase activity,5/113,136/20820,0.0368,6.7738,4.9903,9e-04,0.0075,0.005,CORO1C/HSPB1/PAK2/PTPRJ/YWHAG,5
hsa-miR-9-5p,BP,GO:0044409,symbiont entry into host,5/113,136/20820,0.0368,6.7738,4.9903,9e-04,0.0075,0.005,F11R/HSPA1A/ITGB1/NCAM1/SRC,5
hsa-miR-9-5p,CC,GO:0005903,brush border,4/113,109/20820,0.0367,6.7614,4.455,0.003,0.0176,0.0117,CAPZB/FLNA/HSP90AA1/VCL,4
hsa-miR-9-5p,BP,GO:0043489,RNA stabilization,3/113,82/20820,0.0366,6.7408,3.8477,0.0101,0.0421,0.028,HNRNPD/IGF2BP3/TENT4B,3
hsa-miR-9-5p,BP,GO:0044403,biological process involved in symbiotic interaction,8/113,220/20820,0.0364,6.6999,6.2785,0,5e-04,4e-04,F11R/HSP90AB1/HSPA1A/HSPD1/ITGB1/NCAM1/RAB7A/SRC,8
hsa-miR-9-5p,BP,GO:2001236,regulation of extrinsic apoptotic signaling pathway,6/113,165/20820,0.0364,6.6999,5.4301,3e-04,0.0032,0.0021,HSPA1A/PAK2/PDIA3/RAF1/SRC/TMBIM1,6
hsa-miR-9-5p,CC,GO:0030665,clathrin-coated vesicle membrane,5/113,138/20820,0.0362,6.6756,4.9416,9e-04,0.0078,0.0052,HIP1R/ATP6V1A/CD9/HSPA8/VAMP3,5
hsa-miR-9-5p,BP,GO:0051208,sequestering of calcium ion,5/113,138/20820,0.0362,6.6756,4.9416,9e-04,0.0078,0.0052,ANXA6/CALM1/DIAPH1/FLNA/HSP90B1,5
hsa-miR-9-5p,BP,GO:0050878,regulation of body fluid levels,14/113,388/20820,0.0361,6.6481,8.2961,0,0,0,ADCY6/ANXA2/CD9/F11R/FLNA/GNAI2/GNAS/GPI/HSPB1/PDIA3/PTPRJ/SRC/TLN1/VCL,14
